# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[193]ဝိရတိ အပ္ပမညာ နာမ်တရားတို့ကို သိမ်းဆည်းပုံ/[208]b သတိပြုရန် အချက်များ.md	[1]无色摄受章/[193]摄受离与无量名法的方式	[208]b	208	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[193]ဝိရတိ အပ္ပမညာ နာမ်တရားတို့ကို သိမ်းဆည်းပုံ/[209] ဝိရတိ အပ္ပမညာနှင့် တဒါရုံ ကိစ္စ.md	[1]无色摄受章/[193]摄受离与无量名法的方式	[209]	209	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[193]ဝိရတိ အပ္ပမညာ နာမ်တရားတို့ကို သိမ်းဆည်းပုံ/[210] ပညာရှိသူတော်ကောင်းတို့ စဉ်းစားဖွယ်ရာ.md	[1]无色摄受章/[193]摄受离与无量名法的方式	[210]	210	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[193]ဝိရတိ အပ္ပမညာ နာမ်တရားတို့ကို သိမ်းဆည်းပုံ/[212] ယေဘုယျ မှတ်ချက်.md	[1]无色摄受章/[193]摄受离与无量名法的方式	[212]	212	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[213] မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[213]	213	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[213]b ရူပါရုံကို အာရုံပြု၍ သံယောဇဉ်များဖြ.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[213]b	213	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[217]a လောဘ-ဒိဋ္ဌိ အုပ်စု နာမ်တရားများ (၄) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[217]a	217	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[217]b လောဘ-မာန အုပ်စု (၄) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[217]b	217	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[218] ဒေါသ အုပ်စု (၂) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[218]	218	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[218]b ဒေါသ-ဣဿာ အုပ်စု (၂) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[218]b	218	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[218]c ဒေါသ-မစ္ဆရိယ အုပ်စု (၂) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[218]c	218	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[218]d ဒေါသ-ကုက္ကုစ္စ အုပ်စု (၄) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[218]d	218	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[219]a မောဟ-ဥဒ္ဓစ္စ အုပ်စု (၁) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[219]a	219	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[219]b မောဟ-ဝိစိကိစ္ဆာ အုပ်စု (၁) ချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[219]b	219	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[213]မကောင်းအုပ်စု အကုသိုလ်ဇောဝီထိများကို သိမ်းဆည်းရှုပွားပုံ အပိုင်း/[219]c တိုက်တွန်းချက်.md	[1]无色摄受章/[213]摄受修习不善组不善速行心路的方式篇	[219]c	219	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[220]a မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[220]a	220	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[220]b ရွှေ - အာရုံ၌ လောဘ-ဒိဋ္ဌိ အုပ်စု အ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[220]b	220	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[221] ဝီထိစဉ် သဘောပေါက်ရန်.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[221]	221	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[222]a ပရမတ္ထ သဘာ၀.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[222]a	222	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[222]b လောဘ-မာန အုပ်စု (၄) ချက် (လောဘမူစိတ်.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[222]b	222	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[223]a ဒေါသ အုပ်စု (၂) ချက် (ဒေါသမူစိတ်).md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[223]a	223	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[223]b ဒေါသ-ဣဿာ အုပ်စု (၂) ချက် (ဒေါသမူစိတ်.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[223]b	223	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[224]a ဒေါသ-မစ္ဆရိယ အုပ်စု (၂) ချက် (ဒေါသမူ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[224]a	224	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[224]b ဒေါသ-ကုက္ကုစ္စ အုပ်စု (၄) ချက် (ဒေါသ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[224]b	224	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[224]c ဥဒ္ဓစ္စ အုပ်စု (၁) ချက် (မောဟမူစိတ်).md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[224]c	224	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[225]a ဝိစိကိစ္ဆာ အုပ်စု (၁) ချက် (မောဟမူစိ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[225]a	225	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[225]b လောဘ-ဒိဋ္ဌိ အုပ်စု ရှုပုံစနစ် (စက္ခု.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[225]b	225	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[228]a တဒါရုံအကြောင်း သိမှတ်ဖွယ်.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[228]a	228	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[228]b ဘုရားအစရှိသော အတိဣဋ္ဌာရုံ.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[228]b	228	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[229] လောဘ-ဒိဋ္ဌိ အုပ်စု နာမ်တရား (၂၀).md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[229]	229	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[230] လောဘမူ ဒိဋ္ဌိဂတသမ္ပယုတ်စိတ် (၄) မျို.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[230]	230	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[220]မနောဒွါရ အကုသိုလ်ဇောဝီထိ နာမ်တရားများကို သိမ်းဆည်းပုံ/[231] လောဘ-မာန အုပ်စု (၄) ချက်.md	[1]无色摄受章/[220]摄受意门不善速行名法的方式	[231]	231	vol_2/English-First-Edition-markdown/Vol 2, pg 201-250.md	glossary/subsets/Vol 2, pg 201-250.tsv
